"ID","A","B","QUANTIDADE"
"113621","Radish","Shrimp","6"
"113626","Banana","Sweet orange","6"
"113635","Plant","Swiss cheese","5"
"113637","Common bean","Pepper (Spice)","5"
"113639","Blackcurrant","Lemon","36"
"113645","Cheese","Peanut oil","11"
"113648","Essential oil","Pepper (C. frutescens)","1"
"113652","Vaccinium (Blueberry, Cranberry, Huckleberry)","Garlic","3"
"113666","Essential oil","Mushrooms","57"
"113669","Mushrooms","Green cabbage","8"
"113688","Pepper (Spice)","Red wine","8"
"113697","Fig","Mushrooms","14"
"113698","Cheddar Cheese","Common thyme","8"
"113708","Haddock","Rose hip","4"
"113709","Essential oil","Plant","2"
"113714","Eggs","Lovage","6"
"113723","Grapefruit","Radish","3"
"113724","Herring","Potato chip","9"
"113733","Eggs","Lime","1"
"113736","Sweet orange","Tuna","5"
"113741","Cereals and cereal products","Grape","1"
"113746","Cheese","Cattle (Beef, Veal)","33"
"113747","Sour orange","Red wine","8"
"113748","Lobster","Grape","1"
"113750","Liquor","Pineapple","53"
"113760","Domestic pig","Garden rhubarb","3"
"113767","Citrus","Common thyme","1"
"113770","Cauliflower","Swede","3"
"113783","Wild celery","Mate","10"
"113785","Gadus (Common cod)","Spearmint","11"
"113792","Black tea","Cattle (Beef, Veal)","31"
"113794","Caraway","Essential oil","1"
"113795","Baked potato","Cattle (Beef, Veal)","3"
"113797","Wild celery","Mandarin orange (Clementine, Tangerine)","20"
"113803","Essential oil","Mushrooms","4"
"113809","Dill","Blue cheese","9"
"113820","Fruits","Pear","9"
"113824","Blackberry","Liquorice","16"
"113825","Sweet orange","Domestic pig","4"
"113838","Juniperus communis","Star anise","2"
"113841","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sweet bay","18"
"113850","Black tea","Kiwi","26"
"113861","Domestic pig","Mango","44"
"113868","White champagne","Sweet potato","4"
"113869","Anise","Juniperus communis","2"
"113877","Blackberry","Unknown","1"
"113897","Broccoli","Coriander","2"
"113904","White champagne","Domestic pig","35"
"113905","Avocado","Mushrooms","5"
"113915","Asparagus","Domestic pig","16"
"113918","Milk (Cow)","Pistachio","5"
"113921","Coriander","Walnut","4"
"113927","Essential oil","Common thyme","1"
"113933","Essential oil","Sweet marjoram","2"
"113934","Red wine","Papaya","53"
"113940","Lime","Plant","1"
"113942","Vaccinium (Blueberry, Cranberry, Huckleberry)","Juniperus communis","52"
"113944","Gin","Blue cheese","8"
"113947","Bivalvia (Clam, Mussel, Oyster)","Cattle (Beef, Veal)","8"
"113958","Lobster","Sesame","1"
"113960","Apple cider","Kohlrabi","6"
"113961","Nutmeg","Tamarind","5"
"113969","Apple cider","Pepper (C. frutescens)","3"
"113976","Chicken","Gin","5"
"113979","Cheese","Black raisin","12"
"113985","Catfish","Essential oil","2"
"113988","Cream","Nutmeg","1"
"113997","Catfish","Peanut","35"
"114000","Prunus (Cherry, Plum)","Parmesan cheese","4"
"114007","Rubus (Blackberry, Raspberry)","Turmeric","5"
"114012","Corn","Scallop","20"
"114020","Apple cider","Sausage","8"
"114022","Domestic pig","Sesame","9"
"114025","Cattle (Beef, Veal)","Flour","4"
"114030","Mandarin orange (Clementine, Tangerine)","Prickly pear","7"
"114035","Cheese","Fenugreek","7"
"114038","Cocoa bean","Shiitake","49"
"114044","Bean","Cardamom","17"
"114049","Apple","Turmeric","4"
"114052","Kumquat","Olive","9"
"114054","White bread","White mustard","5"
"114059","Common buckwheat","Sweet orange","9"
"114069","Garlic","Pepper","1"
"114075","Cashew nut","Sausage","4"
"114084","Apple","Oat","21"
"114087","Cinnamon","Papaya","12"
"114089","Corn","Sheep (Mutton, Lamb)","28"
"114095","Kohlrabi","Vanilla","2"
"114098","Potato","Spearmint","10"
"114113","Sour orange","Common pea","5"
"114120","Mung bean","Green cabbage","7"
"114121","Kiwi","Swiss cheese","16"
"114139","Rum","Plant","4"
"114146","Butterfat","Tea","1"
"114156","Essential oil","Lemon","1"
"114171","Cheese","Garden tomato","51"
"114176","Swiss cheese","Sesame","11"
"114180","Lichee","Nuts","4"
"114181","Essential oil","Plant","3"
"114183","Cheese","Sesame","9"
"114185","Cottage cheese","Nectarine","13"
"114187","Red wine","Unknown","1"
"114188","Cucumber","Lichee","2"
"114190","Cheese","Whisky","60"
"114198","Chicken","Pasta","2"
"114200","Cheese","Lemon","1"
"114211","Peach","Strawberry","48"
"114216","Pineapple","Pistachio","3"
"114225","Durian","Sweet marjoram","2"
"114227","Bean","Peanut","41"
"114228","Avocado","Blue cheese","15"
"114230","Allspice","Yogurt","1"
"114231","Mung bean","Plant","1"
"114244","Carrot","Tarragon","1"
"114247","Butter","Prunus (Cherry, Plum)","16"
"114256","Port wine","Bean","40"
"114264","Cinnamon","Juniperus communis","14"
"114269","Wild celery","Kiwi","10"
"114272","Buttermilk","White wine","6"
"114297","Essential oil","Mushrooms","1"
"114301","Blackberry","Mandarin orange (Clementine, Tangerine)","3"
"114308","Dill","Lettuce","2"
"114319","Domestic pig","White wine","50"
"114321","Prunus (Cherry, Plum)","Fig","14"
"114324","Liquor","Olive","31"
"114328","Catfish","Swede","3"
"114330","Rosemary","Garden tomato","7"
"114333","Lemon","Cheese","22"
"114340","Lovage","Macadamia nut","6"
"114355","Cloves","Plain cream cheese","12"
"114378","Wild celery","Kumquat","3"
"114387","Vaccinium (Blueberry, Cranberry, Huckleberry)","Red wine","40"
"114400","Mandarin orange (Clementine, Tangerine)","Bivalvia (Clam, Mussel, Oyster)","3"
"114408","Eggs","Quince","5"
"114414","Sour orange","Cheese","10"
"114422","Winter squash","Adzuki bean","8"
"114432","Plain cream cheese","Saffron","3"
"114437","Garlic","Mushrooms","4"
"114440","Rice","Cheese","38"
"114445","Allspice","Rose hip","3"
"114448","Sweet marjoram","Star anise","2"
"114455","Cheddar Cheese","Rice","43"
"114459","Green tea","Cattle (Beef, Veal)","83"
"114465","Macadamia nut","Peppermint","1"
"114470","Essential oil","Rice","6"
"114472","Barley","Peanut","8"
"114474","Pear","Pepper","4"
"114475","Sweet basil","Cloves","5"
"114478","White champagne","Olive oil","2"
"114484","Almond","Strawberry","1"
"114488","Black tea","Juniperus communis","39"
"114498","Barley","Wheat","1"
"114508","Broccoli","Peanut","6"
"114511","Apple","Sesame","8"
"114526","Hazelnut","Passion fruit","6"
"114530","Avocado","Nectarine","14"
"114541","Crab","Cheese","23"
"114542","Citrus","Swiss cheese","17"
"114547","Common bean","Cheese","42"
"114548","Grape","Bean","40"
"114556","Buttermilk","Elderberry","2"
"114560","Sour orange","Wheat bread","5"
"114565","Bean","Turnip","2"
"114578","Vaccinium (Blueberry, Cranberry, Huckleberry)","Swiss cheese","42"
"114579","Green bell pepper","Bean","6"
"114583","Blackberry","Walnut","8"
"114585","Kumquat","White wine","2"
"114587","Tarragon","Green bell pepper","1"
"114597","Cucumber","White mustard","2"
"114598","Salmon","Vanilla","19"
"114600","Anise","Mushrooms","3"
"114601","Cottage cheese","Pistachio","5"
"114604","Beer","Clam","43"
"114607","Beer","Wild celery","26"
"114612","Peppermint","Pineapple","12"
"114613","Hazelnut","Nutmeg","1"
"114615","Bean","Kiwi","11"
"114616","Red wine","Whisky","68"
"114619","Cereals and cereal products","Grape","1"
"114623","Cucumber","Rose hip","1"
"114629","Carrot","Garden onion","6"
"114638","Lettuce","Garden onion","2"
"114643","Almond","Mushrooms","4"
"114644","Essential oil","Essential oil","1"
"114657","Skipjack tuna","Tea","18"
"114658","Grapefruit","Kiwi","7"
"114661","Globe artichoke","Tuna","3"
"114662","Coffee","Greek feta cheese","64"
"114669","Swiss cheese","Fishes","34"
"114671","Mandarin orange (Clementine, Tangerine)","Spearmint","2"
"114681","Mango","Bivalvia (Clam, Mussel, Oyster)","6"
"114683","Coriander","Gin","1"
"114694","Liquor","Milk (Cow)","50"
"114697","White bread","Rapeseed oil","1"
"114704","Cauliflower","Nuts","1"
"114707","Crab","Macadamia nut","6"
"114715","Citrus","White mustard","7"
"114717","Popcorn","Rum","14"
"114724","Liquor","Corn","45"
"114729","Cinnamon","Domestic pig","4"
"114735","Scallop","Mandarin orange (Clementine, Tangerine)","4"
"114749","Grape","Pepper","6"
"114753","Mozzarella cheese","Sour cherry","6"
"114760","Coffee","Red wine","52"
"114768","Mozzarella cheese","Domestic pig","59"
"114775","Garden onion","Peanut oil","1"
"114776","Plant","Tamarind","2"
"114782","Black raspberry","Green bell pepper","8"
"114788","Common buckwheat","Lemon","11"
"114796","Elderberry","Garden onion","7"
"114802","Cloves","Sweet orange","2"
"114816","Grapefruit","Haddock","10"
"114821","Endive","Swiss cheese","13"
"114828","Gadus (Common cod)","Sheep (Mutton, Lamb)","28"
"114829","Domestic pig","Squid","11"
"114830","Peach","Hazelnut","4"
"114832","Mung bean","Whisky","33"
"114845","Wild celery","Watermelon","3"
"114849","White champagne","Garden onion","15"
"114851","Potato","Shrimp","33"
"114867","Apple cider","Mushrooms","23"
"114873","Plain cream cheese","Roe","1"
"114880","Liquor","Peanut oil","2"
"114896","Cauliflower","Fishes","10"
"114897","Swiss cheese","Parmesan cheese","134"
"114898","Essential oil","Cattle (Beef, Veal)","1"
"114899","Common pea","Squid","4"
"114911","Coconut","Black raisin","7"
"114917","Peppermint","Sour cherry","4"
"114921","Apple","Lingonberry","5"
"114926","Mandarin orange (Clementine, Tangerine)","Cattle (Beef, Veal)","21"
"114927","Citrus","Peanut oil","5"
"114936","Cheddar Cheese","Pistachio","5"
"114951","Cream","Domestic pig","13"
"114954","Guava","Sherry","55"
"114956","Cheese","Nuts","5"
"114966","Lemon","Wheat bread","1"
"114971","Garden rhubarb","Squid","1"
"114990","Cashew nut","Domestic pig","4"
"114995","Greek feta cheese","Sausage","32"
"115005","Barley","Blue cheese","6"
"115007","Asparagus","Garden rhubarb","3"
"115014","Apricot","Strawberry","1"
"115020","Bean","Horseradish","1"
"115027","Chicken","Skipjack tuna","14"
"115031","Swiss cheese","Lingonberry","5"
"115032","Papaya","Yogurt","12"
"115041","Mackerel","Pear","7"
"115043","Passion fruit","Mushrooms","39"
"115048","Mushrooms","Prickly pear","12"
"115051","Black raspberry","Adzuki bean","23"
"115055","Salmon","Mandarin orange (Clementine, Tangerine)","11"
"115060","Papaya","Squid","4"
"115068","Sesame","Tea","11"
"115069","Roe","Lime","1"
"115070","Cauliflower","Mandarin orange (Clementine, Tangerine)","7"
"115074","Blackberry","Sweet bay","18"
"115077","Corn","Wheat","4"
"115081","Common bean","Nuts","5"
"115082","Blue cheese","Nutmeg","4"
"115098","Mango","Sweet potato","7"
"115101","Plant","Salmon","32"
"115103","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cheese","28"
"115131","Bean","Cheese","41"
"115133","Oil palm","Sausage","1"
"115141","Mackerel","Peppermint","5"
"115144","Crab","Fenugreek","2"
"115145","Greek feta cheese","Yogurt","27"
"115147","Mackerel","Bivalvia (Clam, Mussel, Oyster)","17"
"115151","Domestic pig","Unknown","1"
"115155","Coffee","Cattle (Beef, Veal)","102"
"115166","Gadus (Common cod)","Pepper","1"
"115180","Cheese","Honey","26"
"115184","Grape","Tuna","35"
"115186","Blackberry","Other fermented milk","1"
"115209","Blackberry","Potato chip","4"
"115212","Milk (Cow)","Common thyme","3"
"115215","Grapefruit","Whisky","16"
"115216","Mango","Sesame oil","2"
"115223","Cassava","Sheep (Mutton, Lamb)","2"
"115224","Chives","Papaya","3"
"115225","Domestic pig","Crustaceans","1"
"115228","Liquor","Oat","2"
"115235","Juniperus communis","Watermelon","27"
"115247","Liquor","Rubus (Blackberry, Raspberry)","1"
"115259","Black raspberry","Plant","20"
"115260","Nectarine","Vanilla","7"
"115262","Liquor","Rum","14"
"115267","Coriander","Roe","3"
"115268","Angelica","Cream","1"
"115275","Sweet marjoram","Oil palm","1"
"115278","Elderberry","Bean","28"
"115287","Banana","Macadamia nut","4"
"115291","Plant","Port wine","35"
"115292","Common pea","Sweet potato","5"
"115296","Butter","Chervil","2"
"115297","White bread","Enokitake","27"
"115299","Cocoa bean","Rose hip","5"
"115303","Cloves","Mackerel","4"
"115305","Ginger","Cheese","29"
"115306","Corn","Swiss cheese","1"
"115307","Pecan nut","Pepper","5"
"115315","Swiss cheese","Butterfat","2"
"115316","Salmon","Swiss cheese","45"
"115318","Common sage","Strawberry","6"
"115326","Lobster","Sherry","1"
"115327","Guava","Mandarin orange (Clementine, Tangerine)","35"
"115328","Lemon grass","Sausage","3"
"115341","Enokitake","Pecan nut","28"
"115350","Corn","Greek feta cheese","1"
"115356","Grapefruit","Cattle (Beef, Veal)","21"
"115359","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sherry","22"
"115360","Pecan nut","Cheese","30"
"115361","Butterfat","Sheep (Mutton, Lamb)","1"
"115362","Corn","Vinegar","6"
"115366","Fig","Passion fruit","27"
"115374","Cocoa bean","Domestic pig","1"
"115385","Nutmeg","Mandarin orange (Clementine, Tangerine)","1"
"115386","Black raspberry","Mandarin orange (Clementine, Tangerine)","26"
"115387","Plant","Domestic pig","35"
"115392","Essential oil","Cattle (Beef, Veal)","1"
"115394","Greek feta cheese","Peppermint","11"
"115403","Soy bean","Vinegar","14"
"115404","Chives","Plant","1"
"115407","Black raspberry","Sesame oil","2"
"115409","Meat","Adzuki bean","23"
"115410","Blackcurrant","Squid","2"
"115412","Elderberry","Tuna","23"
"115419","Mate","Sake","4"
"115420","Cheddar Cheese","Blackcurrant","18"
"115425","White bread","Rum","29"
"115426","Red wine","Swiss cheese","70"
"115429","Honey","Mushrooms","5"
"115432","Liquor","Tamarind","2"
"115434","Plant","Peanut","6"
"115438","Mushrooms","Swiss cheese","57"
"115440","Green tea","Tea","171"
"115442","Prunus (Cherry, Plum)","Domestic pig","1"
"115447","Bean","Oat","6"
"115459","Sausage","Mushrooms","9"
"115460","Tarragon","Cheese","1"
"115470","Tarragon","Domestic pig","1"
"115480","Leek","Pear","7"
"115486","Essential oil","Sheep (Mutton, Lamb)","2"
"115488","Gin","Soy bean","8"
"115489","Wild celery","Essential oil","1"
"115493","Coffee","Mandarin orange (Clementine, Tangerine)","1"
"115496","Oil palm","Parmesan cheese","3"
"115498","Guava","Peanut","42"
"115501","Baked potato","Rosemary","7"
"115502","Cheese","Watermelon","1"
"115506","Cattle (Beef, Veal)","Shrimp","50"
"115510","Radish","Saffron","1"
"115527","Saffron","Walnut","1"
"115530","Cattle (Beef, Veal)","Whisky","23"
"115538","Cheese","Soy bean","63"
"115549","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sweet potato","5"
"115552","Blackcurrant","Sherry","33"
"115555","Grape","Bivalvia (Clam, Mussel, Oyster)","14"
"115562","Nectarine","Turmeric","4"
"115568","Greek feta cheese","Cheese","127"
"115581","Sweet marjoram","Nectarine","6"
"115584","Mushrooms","Passion fruit","39"
"115594","Essential oil","Plant","5"
"115595","Citrus","Peanut","13"
"115598","Citrus","Guava","32"
"115600","Cabbage","Mung bean","10"
"115615","Vaccinium (Blueberry, Cranberry, Huckleberry)","Lemon grass","8"
"115619","Bean","Fishes","29"
"115621","Meat","Tuna","25"
"115626","Clam","Salmon","28"
"115652","Citrus","Lima bean","1"
"115656","Grapefruit","Domestic pig","12"
"115657","Greek feta cheese","Essential oil","58"
"115664","Elderberry","Meat","18"
"115678","Butter","Scallop","23"
"115680","Pistachio","Sherry","5"
"115684","Lovage","Strawberry","21"
"115695","Chicken","Plant","5"
"115698","Macadamia nut","Red wine","10"
"115729","Domestic pig","Mushrooms","12"
"115732","Gadus (Common cod)","Herring","65"
"115733","Grapefruit","Pepper","3"
"115735","Passion fruit","Pepper","10"
"115745","Rice","Mandarin orange (Clementine, Tangerine)","1"
"115750","Lettuce","Shiitake","1"
"115753","Parmesan cheese","Rice","44"
"115754","Clam","Coriander","10"
"115764","Citrus","Lemon grass","8"
"115765","Peanut","Pepper","3"
"115773","Cattle (Beef, Veal)","Rubus (Blackberry, Raspberry)","54"
"115779","Garden rhubarb","Salmon","2"
"115780","Mozzarella cheese","White bread","41"
"115781","Cocoa bean","Fenugreek","6"
"115784","Sheep (Mutton, Lamb)","Port wine","28"
"115791","Barley","Coriander","2"
"115802","Lovage","Swede","2"
"115816","Cucumber","Soybean oil","1"
"115835","Passion fruit","Shrimp","23"
"115844","Sweet orange","Vanilla","8"
"115854","Dill","Rubus (Blackberry, Raspberry)","19"
"115857","Rubus (Blackberry, Raspberry)","Red wine","54"
"115860","Plain cream cheese","Pepper","4"
"115862","Cashew nut","White wine","8"
"115877","Peanut","Tamarind","28"
"115885","Rice","Swiss cheese","39"
"115892","Guava","Nectarine","32"
"115897","Cauliflower","Liquorice","3"
"115901","Sour orange","Plain cream cheese","9"
"115904","Catfish","Sesame","8"
"115905","Strawberry","Vanilla","35"
"115906","Essential oil","Mushrooms","56"
"115912","Essential oil","Parmesan cheese","74"
"115914","Red beetroot","Plain cream cheese","2"
"115915","Pineapple","Potato chip","7"
"115923","Cattle (Beef, Veal)","Walnut","7"
"115937","Cattle (Beef, Veal)","Watermelon","38"
"115943","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sausage","21"
"115944","Sweet orange","Prickly pear","1"
"115950","Cheese","Domestic pig","58"
"115953","Coconut","Cheese","34"
"115958","White champagne","Domestic pig","22"
"115968","Prunus (Cherry, Plum)","Wheat bread","18"
"115972","Vaccinium (Blueberry, Cranberry, Huckleberry)","Green bell pepper","9"
"115973","Corn","Cheese","1"
"115976","Domestic pig","Winter squash","8"
"115988","Essential oil","Strawberry","2"
"115993","Plant","Sausage","16"
"116004","Mushrooms","Quince","15"
"116009","Prunus (Cherry, Plum)","Liquor","16"
"116019","Sweet basil","Juniperus communis","1"
"116022","Chives","Fishes","4"
"116025","Vaccinium (Blueberry, Cranberry, Huckleberry)","Soybean oil","1"
"116038","Cocoa bean","Coffee","1"
"116051","Almond","Rubus (Blackberry, Raspberry)","2"
"116073","Black raisin","Soybean oil","1"
"116076","Cassava","Sweet bay","1"
"116078","Watermelon","Prunus (Cherry, Plum)","33"
"116080","Avocado","Fennel","3"
"116081","Crab","Yogurt","6"
"116085","Cottage cheese","Greek feta cheese","127"
"116087","Buttermilk","Peanut","4"
"116090","Fig","Nuts","4"
"116093","Black raspberry","Lemon","27"
"116095","Elderberry","Mentha","12"
"116102","Cheese","Mandarin orange (Clementine, Tangerine)","17"
"116105","Hazelnut","Kiwi","4"
"116108","Essential oil","Potato","1"
"116112","Lemon","Green cabbage","5"
"116113","Rose hip","Sweet potato","3"
"116116","Skipjack tuna","Mackerel","9"
"116139","Blue cheese","Sake","18"
"116141","Chili","Kohlrabi","1"
"116143","Sesame oil","Cattle (Beef, Veal)","2"
"116144","Oil palm","Peanut","2"
"116153","Black tea","Passion fruit","72"
"116156","Cheese","Adzuki bean","41"
"116159","Vaccinium (Blueberry, Cranberry, Huckleberry)","Pineapple","35"
"116168","Garden onion","Scallop","10"
"116177","Kohlrabi","Barley","14"
"116181","Cattle (Beef, Veal)","Lard","1"
"116195","Barley","Pecan nut","23"
"116199","Mandarin orange (Clementine, Tangerine)","Vinegar","3"
"116203","Brussel sprouts","Cauliflower","5"
"116204","Bean","Tamarind","30"
"116209","Crustaceans","Shrimp","1"
"116220","Haddock","Popcorn","5"
"116225","Whisky","Vinegar","4"
"116227","Citrus","Watermelon","20"
"116241","Essential oil","Bean","47"
"116246","Cattle (Beef, Veal)","Rye","4"
"116253","Oat","Squid","4"
"116254","Popcorn","Salmon","9"
"116268","Bean","White bread","32"
"116290","Citrus","Lichee","17"
"116294","Shiitake","Salmon","39"
"116295","Cottage cheese","Crustaceans","1"
"116298","Corn","Sweet bay","5"
"116318","Pecan nut","Sour cherry","7"
"116326","Baked potato","Plant","38"
"116327","Mushrooms","Turkey","28"
"116330","Date","Pasta","2"
"116338","Freshwater eel","Spearmint","11"
"116350","Elderberry","Garden rhubarb","2"
"116353","Barley","Winter squash","1"
"116354","Liquor","Leek","1"
"116358","Swiss cheese","Soy bean","63"
"116363","Cucumber","Bean","9"
"116365","Lemon","Almond","1"
"116386","Cattle (Beef, Veal)","Soybean oil","2"
"116396","Cattle (Beef, Veal)","Cardamom","1"
"116401","Beech nut","Rum","1"
"116407","Blue cheese","Swede","7"
"116415","Apricot","Cheese","37"
"116418","Bean","Pepper","5"
"116426","Essential oil","Swiss cheese","8"
"116429","Fishes","Almond","1"
"116430","Rubus (Blackberry, Raspberry)","Sherry","52"
"116434","Cauliflower","Roe","2"
"116447","Brussel sprouts","Crustaceans","1"
"116449","Plain cream cheese","Macadamia nut","14"
"116453","Bivalvia (Clam, Mussel, Oyster)","Mandarin orange (Clementine, Tangerine)","7"
"116455","Kelp","Mandarin orange (Clementine, Tangerine)","1"
"116456","Lemon","Scallop","1"
"116459","Grape","Roe","7"
"116466","Carrot","Sweet orange","3"
"116467","Gadus (Common cod)","Roe","10"
"116473","Greek feta cheese","Oil palm","3"
"116476","Asparagus","Green cabbage","5"
"116479","Avocado","Cassava","2"
"116484","Blue cheese","Salmon","42"
"116487","Domestic pig","Adzuki bean","42"
"116488","Roe","Walnut","3"
"116491","Soy bean","Yam","1"
"116495","Pear","Pistachio","4"
"116500","Hazelnut","Sweet orange","6"
"116505","Squid","Watercress","3"
"116508","Beer","Garden tomato","73"
"116529","Common buckwheat","Grape","29"
"116532","Pecan nut","Black raisin","13"
"116540","Mung bean","Sour cherry","8"
"116547","Anise","Chicken","1"
"116550","Garden rhubarb","Watercress","1"
"116551","Hazelnut","Cheese","5"
"116559","Oil palm","Garden tomato","2"
"116564","Coconut","Plant","1"
"116567","Vaccinium (Blueberry, Cranberry, Huckleberry)","Garden rhubarb","1"
"116574","Lima bean","Rice","36"
"116586","Rum","Radish","5"
"116598","Blackberry","Liquor","3"
"116599","Olive","Common pea","23"
"116603","Almond","Vaccinium (Blueberry, Cranberry, Huckleberry)","1"
"116616","Sesame","Lingonberry","2"
"116624","Kale","Cattle (Beef, Veal)","2"
"116627","Essential oil","Watermelon","1"
"116628","Black raisin","Tamarind","11"
"116643","Milk (Cow)","Olive oil","1"
"116645","Salmon","Scallop","25"
"116648","Baked potato","Freshwater eel","29"
"116652","Essential oil","Allspice","1"
"116654","Common bean","Mackerel","26"
"116660","Cheese","Tea","58"
"116661","Anise","Oat","1"
"116670","Green tea","Blue cheese","61"
"116671","Brussel sprouts","Cucumber","2"
"116672","Rum","Cattle (Beef, Veal)","28"
"116682","Liquor","Red wine","1"
"116683","Skipjack tuna","Sheep (Mutton, Lamb)","10"
"116688","Domestic pig","Unknown","1"
"116693","Roe","Cattle (Beef, Veal)","18"
"116714","Blue cheese","Endive","13"
"116715","Cheese","Cattle (Beef, Veal)","33"
"116725","Banana","Rum","47"
"116726","Plant","Juniperus communis","1"
"116742","Nutmeg","Bean","5"
"116753","Greek feta cheese","Common pea","30"
"116755","Common bean","Rapeseed oil","4"
"116759","Cinnamon","Domestic pig","4"
"116767","Essential oil","Garden onion","20"
"116775","Popcorn","Rapeseed oil","2"
"116777","Cocoa bean","Scallop","24"
"116787","Sheep (Mutton, Lamb)","Mandarin orange (Clementine, Tangerine)","8"
"116793","Potato","Saffron","2"
"116797","Cashew nut","Passion fruit","8"
"116811","Liquor","Yogurt","1"
"116822","Peach","Fishes","16"
"116825","Lobster","Bivalvia (Clam, Mussel, Oyster)","2"
"116827","Carrot","Sour cherry","5"
"116831","Pasta","Oat","4"
"116838","Banana","Domestic pig","31"
"116842","Cloves","Pear","8"
"116858","Liquor","Plant","5"
"116865","Sweet orange","Peppermint","1"
"116878","Butter","Garden rhubarb","2"
"116883","Black tea","Kumquat","3"
"116884","Carrot","Vanilla","4"
"116885","Pecan nut","Port wine","21"
"116895","Mushrooms","Peanut","40"
"116898","Ginger","Plant","1"
"116904","Cucumber","Cheese","6"
"116905","Barley","Nectarine","8"
"116922","Cheese","Common thyme","7"
"116926","Kelp","Walnut","1"
"116927","Almond","Sausage","2"
"116937","Sweet orange","Pecan nut","8"
"116943","Meat","Pecan nut","28"
"116946","Beer","Chicken","69"
"116947","Gadus (Common cod)","Soy bean","42"
"116949","Lima bean","Passion fruit","38"
"116950","Prunus (Cherry, Plum)","Watermelon","24"
"116951","Domestic pig","Pepper","1"
"116953","Anise","Mango","2"
"116954","Liquor","Common pea","3"
"116955","Citrus","Nuts","3"
"116962","Broccoli","Chili","1"
"116966","Skipjack tuna","Common pea","10"
"116970","Domestic pig","Corn","40"
"116971","Mackerel","Winter squash","5"
"116983","Plant","White wine","6"
"116986","Red beetroot","Cattle (Beef, Veal)","2"
"116987","Honey","Nutmeg","3"
"117006","Wild celery","Nuts","2"
"117009","Cumin","Rum","5"
"117013","Oil palm","Common thyme","1"
"117037","Grape","Allspice","2"
"117040","Cloves","White wine","21"
"117043","Domestic pig","Octopus","1"
"117055","Rapeseed oil","Pecan nut","3"
"117058","Black raspberry","Elderberry","52"
"117060","Blackberry","Mango","48"
"117064","Cocoa bean","Sweet orange","1"
"117065","Kohlrabi","Adzuki bean","11"
"117069","Parsnip","Common thyme","3"
"117073","Plant","Cattle (Beef, Veal)","45"
"117075","Lettuce","Mushrooms","1"
"117078","Peppermint","Watercress","1"
"117083","Grape","Rubus (Blackberry, Raspberry)","60"
"117084","Honey","Bean","16"
"117086","Mozzarella cheese","Plant","1"
"117088","Bean","Catfish","25"
"117092","Buttermilk","Swede","3"
"117099","Prunus (Cherry, Plum)","Sherry","35"
"117102","Caraway","Cheese","1"
"117109","Chicory","Clam","1"
"117113","Essential oil","Papaya","1"
"117120","Liquor","Sweet basil","1"
"117135","Corn","Mandarin orange (Clementine, Tangerine)","1"
"117136","Liquor","Oil palm","2"
"117138","Plant","Pecan nut","18"
"117141","Essential oil","Sweet orange","1"
"117145","Cream","Plant","9"
"117153","White champagne","Corn","39"
"117164","Cloves","Peanut","9"
"117183","Plant","Meat","16"
"117185","Citrus","Rubus (Blackberry, Raspberry)","33"
"117199","Sour orange","Mushrooms","7"
"117205","Peach","Peanut","20"
"117212","Cream","Sweet marjoram","1"
"117214","Carrot","Swiss cheese","12"
"117230","Lichee","Mackerel","6"
"117237","Macadamia nut","Star anise","1"
"117241","Domestic pig","Adzuki bean","45"
"117245","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cabbage","10"
"117247","Bean","Fishes","29"
"117250","Sesame","Plant","6"
"117255","Coconut","Meat","16"
"117262","Rice","Fishes","31"
"117264","Fig","Lemon grass","3"
"117265","Sheep (Mutton, Lamb)","Adzuki bean","29"
"117272","Coconut oil","Mozzarella cheese","11"
"117277","Green bell pepper","Radish","1"
"117279","Prunus (Cherry, Plum)","Black raisin","1"
"117281","Citrus","Whisky","10"
"117283","Garden rhubarb","Fishes","4"
"117291","Lima bean","Mackerel","26"
"117293","Pecan nut","Plant","3"
"117306","Syrup","Cattle (Beef, Veal)","1"
"117308","Cottage cheese","Common pea","33"
"117320","Avocado","Cocoa bean","15"
"117322","Essential oil","Essential oil","3"
"117326","Durian","Papaya","13"
"117327","Dill","Juniperus communis","16"
"117329","Ginger","Sweet orange","11"
"117333","Pistachio","Strawberry","1"
"117342","Caraway","Essential oil","3"
"117347","Corn","Pepper (C. frutescens)","3"
"117349","Corn","Tuna","29"
"117350","Green tea","Pear","17"
"117351","Peanut oil","Domestic pig","14"
"117355","Vaccinium (Blueberry, Cranberry, Huckleberry)","Plant","6"
"117364","Durian","Peach","9"
"117366","Blackberry","Cucumber","9"
"117375","Domestic pig","Sweet potato","6"
"117387","Domestic pig","Cattle (Beef, Veal)","102"
"117389","Rapeseed oil","Leavening agent","1"
"117390","Meat","Mozzarella cheese","1"
"117393","Bean","Cereals and cereal products","1"
"117398","Tuna","Whisky","27"
"117406","Lima bean","Peanut","54"
"117407","Endive","Salmon","12"
"117408","Liquor","Vinegar","2"
"117412","Fig","Papaya","26"
"117413","Mate","Mushrooms","5"
